dominio,ocorrencias
E transformar em lama o corpo do homicida!,1
--Não! Prefiro morrer... por ter amor á vida!,1
De súbito, n'um grito de independencia, muito egoista:,1
Eu prefiro morrer! Que se escancáre o espaço,1
Da treva! Sim, ó Morte, eu quero o teu abraço!,1
A maldição eterna o Eterno em mim derrame-a!,1
Que importa! Serei grande até na propria infamia!,1
Allucinado novamente:,1
Odeio-te, Virtude! odeio-te, Verdade!,1
Renego do respeito e amor á Divindade!,1
Eu creio só na Morte... e basta-me esta corda!,1
E ri, ri convulso. Batendo com a mão no peito:,1
Álerta, monstro! Olá! monstro hediondo, accorda,,1
Para insultar a Vida, essa madrasta bruta,,1
Que faz d'uma alma honesta uma alma dissoluta!,1
E tu, ó Mundo, pae d'este animal disforme,,1
Vem lançar-lhe no corpo o teu escarro enorme!,1
E desapparece por entre os penhascos, correndo doidamente.,1
É já manhã clara: o horisonte purpurisa-se e doira-se. Chilreiam,1
passarinhos não distante. No Templo começam os canticos matutinos, e as,1
vozes das mulheres e das creanças chegam até nós em plangente e languida,1
melodía. Calam-se de súbito os gorgeios e paira em todo o ambiente,1
grande serenidade, como se toda a Natureza estivesse escutando.,1
João apparece á porta da cidade seguido por Gamaliel, Simão Pedra,,1
Eleazar, Simão de Bethania e por mulheres, homens e creanças. Caminham,1
todos silenciosamente, respeitosos, para ouvirem o novo profeta. Vem,1
João apenas com a tunica, descalso, a cabeça e o peito a descoberto, os,1
braços cruzados, o olhar em extasi. Chegados á parte superior do pequeno,1
oiteiro, João parou. Os companheiros ficam junto d'elle. As mulheres com,1
os filhinhos ás cavalleiras nos hombros, ao uso oriental, tomam para a,1
direita, e os homens para a esquerda do terreno inferior; sentam-se no,1
chão, já secco pelo vento, formando um semi-circulo em frente do profeta,1
novo. Sentaram-se tambem os companheiros. O vulto de João, destaca-se,1
fortemente do horisonte rubro, onde o sol vem rompendo, triunfal.,1
E é então que,1
JOÃO solta a sua voz inspirada de orador apocalyptico, de gesto amplo e,1
vigoroso, emquanto muito ao longe os canticos proseguem:,1
Quem tem ouvidos, oiça o que Elle manifesta!,1
Elle é o Omnipotente; Elle o principio e o fim;,1
Elle quem libertou da escravidão funesta,1
O povo d'Israel... Elle descansa em mim.,1
Elle é o Omnipotente! Elle o principio e o fim!,1
Seja bemdito quem ouvir e conservar,1
As palavras que encerra a minha profecia!,1
Quem tem ouvidos, oiça! e purifique o olhar,,1
Porque já não vem longe o tenebroso dia,1
Em que todos vereis a minha profecia!,1
--Despenham se na terra os astros refulgentes;,1
O Sol veste de negro, a Lua é côr de sangue;,1
Varíam de logar ilhas e continentes;,1
A Grandeza estremece e vem caír exangue...,1
O Sol veste de negro, a Lua é côr de sangue...,1
..............................................,1
Escripto em 1888-1890,1
Acabado de imprimir,1
aos 5 dias do mez d'Outubro de 1901,1
na Imprensa de Libanio da Silva,1
Rua do Norte, 87 a 103,1
Lisboa,1
Nota do transcritor:,1
Foram corrigidos diversos erros tipográficos. Na lista que segue estão as alterações mais importantes.,1
Pág.  Original	                        Corrigido,1
20    abnadonam Maria                   abandonam Maria,1
18    Pois eu sou tou                   Pois eu sou tão,1
25    JÕAO PEDRA, com o braço direito   SIMÃO PEDRA, com o braço direito,1
30    a aragem fresca e permada         a aragem fresca e perfumada,1
End of the Project Gutenberg EBook of Judas, by Augusto de Lacerda,1
*** END OF THIS PROJECT GUTENBERG EBOOK JUDAS ***,1
***** This file should be named 27276-8.txt or 27276-8.zip *****,1
This and all associated files of various formats will be found in:,1
https://www.gutenberg.org/2/7/2/7/27276/,1
Updated editions will replace the previous one--the old editions,1
will be renamed.,1
Creating the works from public domain print editions means that no,1
one owns a United States copyright in these works, so the Foundation,1
(and you!) can copy and distribute it in the United States without,1
permission and without paying copyright royalties.  Special rules,,1
set forth in the General Terms of Use part of this license, apply to,1
copying and distributing Project Gutenberg-tm electronic works to,1
protect the PROJECT GUTENBERG-tm concept and trademark.  Project,1
Gutenberg is a registered trademark, and may not be used if you,1
charge for the eBooks, unless you receive specific permission.  If you,1
do not charge anything for copies of this eBook, complying with the,1
rules is very easy.  You may use this eBook for nearly any purpose,1
such as creation of derivative works, reports, performances and,1
research.  They may be modified and printed and given away--you may do,1
practically ANYTHING with public domain eBooks.  Redistribution is,1
subject to the trademark license, especially commercial,1
redistribution.,1
*** START: FULL LICENSE ***,1
THE FULL PROJECT GUTENBERG LICENSE,1
PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK,1
To protect the Project Gutenberg-tm mission of promoting the free,1
distribution of electronic works, by using or distributing this work,1
(or any other work associated in any way with the phrase "Project,1
Gutenberg"), you agree to comply with all the terms of the Full Project,1
Gutenberg-tm License (available with this file or online at,1
https://gutenberg.org/license).,1
Section 1.  General Terms of Use and Redistributing Project Gutenberg-tm,1
electronic works,1
1.A.  By reading or using any part of this Project Gutenberg-tm,1
electronic work, you indicate that you have read, understand, agree to,1
and accept all the terms of this license and intellectual property,1
(trademark/copyright) agreement.  If you do not agree to abide by all,1
the terms of this agreement, you must cease using and return or destroy,1
all copies of Project Gutenberg-tm electronic works in your possession.,1
If you paid a fee for obtaining a copy of or access to a Project,1
Gutenberg-tm electronic work and you do not agree to be bound by the,1
terms of this agreement, you may obtain a refund from the person or,1
entity to whom you paid the fee as set forth in paragraph 1.E.8.,1
1.B.  "Project Gutenberg" is a registered trademark.  It may only be,1
used on or associated in any way with an electronic work by people who,1
agree to be bound by the terms of this agreement.  There are a few,1
things that you can do with most Project Gutenberg-tm electronic works,1
even without complying with the full terms of this agreement.  See,1
paragraph 1.C below.  There are a lot of things you can do with Project,1
Gutenberg-tm electronic works if you follow the terms of this agreement,1
and help preserve free future access to Project Gutenberg-tm electronic,1
works.  See paragraph 1.E below.,1
1.C.  The Project Gutenberg Literary Archive Foundation ("the Foundation",1
or PGLAF), owns a compilation copyright in the collection of Project,1
Gutenberg-tm electronic works.  Nearly all the individual works in the,1
collection are in the public domain in the United States.  If an,1
individual work is in the public domain in the United States and you are,1
located in the United States, we do not claim a right to prevent you from,1
copying, distributing, performing, displaying or creating derivative,1
works based on the work as long as all references to Project Gutenberg,1
are removed.  Of course, we hope that you will support the Project,1
Gutenberg-tm mission of promoting free access to electronic works by,1
freely sharing Project Gutenberg-tm works in compliance with the terms of,1
this agreement for keeping the Project Gutenberg-tm name associated with,1
the work.  You can easily comply with the terms of this agreement by,1
keeping this work in the same format with its attached full Project,1
Gutenberg-tm License when you share it without charge with others.,1
1.D.  The copyright laws of the place where you are located also govern,1
what you can do with this work.  Copyright laws in most countries are in,1
a constant state of change.  If you are outside the United States, check,1
the laws of your country in addition to the terms of this agreement,1
before downloading, copying, displaying, performing, distributing or,1
creating derivative works based on this work or any other Project,1
Gutenberg-tm work.  The Foundation makes no representations concerning,1
the copyright status of any work in any country outside the United,1
States.,1
1.E.  Unless you have removed all references to Project Gutenberg:,1
1.E.1.  The following sentence, with active links to, or other immediate,1
access to, the full Project Gutenberg-tm License must appear prominently,1
whenever any copy of a Project Gutenberg-tm work (any work on which the,1
phrase "Project Gutenberg" appears, or with which the phrase "Project,1
Gutenberg" is associated) is accessed, displayed, performed, viewed,,1
copied or distributed:,1
1.E.2.  If an individual Project Gutenberg-tm electronic work is derived,1
from the public domain (does not contain a notice indicating that it is,1
posted with permission of the copyright holder), the work can be copied,1
and distributed to anyone in the United States without paying any fees,1
or charges.  If you are redistributing or providing access to a work,1
with the phrase "Project Gutenberg" associated with or appearing on the,1
work, you must comply either with the requirements of paragraphs 1.E.1,1
through 1.E.7 or obtain permission for the use of the work and the,1
Project Gutenberg-tm trademark as set forth in paragraphs 1.E.8 or,1
1.E.9.,1
1.E.3.  If an individual Project Gutenberg-tm electronic work is posted,1
with the permission of the copyright holder, your use and distribution,1
must comply with both paragraphs 1.E.1 through 1.E.7 and any additional,1
terms imposed by the copyright holder.  Additional terms will be linked,1
to the Project Gutenberg-tm License for all works posted with the,1
permission of the copyright holder found at the beginning of this work.,1
1.E.4.  Do not unlink or detach or remove the full Project Gutenberg-tm,1
License terms from this work, or any files containing a part of this,1
work or any other work associated with Project Gutenberg-tm.,1
1.E.5.  Do not copy, display, perform, distribute or redistribute this,1
electronic work, or any part of this electronic work, without,1
prominently displaying the sentence set forth in paragraph 1.E.1 with,1
active links or immediate access to the full terms of the Project,1
Gutenberg-tm License.,1
1.E.6.  You may convert to and distribute this work in any binary,,1
compressed, marked up, nonproprietary or proprietary form, including any,1
word processing or hypertext form.  However, if you provide access to or,1
distribute copies of a Project Gutenberg-tm work in a format other than,1
"Plain Vanilla ASCII" or other format used in the official version,1
posted on the official Project Gutenberg-tm web site (www.gutenberg.org),,1
you must, at no additional cost, fee or expense to the user, provide a,1
copy, a means of exporting a copy, or a means of obtaining a copy upon,1
request, of the work in its original "Plain Vanilla ASCII" or other,1
form.  Any alternate format must include the full Project Gutenberg-tm,1
License as specified in paragraph 1.E.1.,1
1.E.7.  Do not charge a fee for access to, viewing, displaying,,1
performing, copying or distributing any Project Gutenberg-tm works,1
unless you comply with paragraph 1.E.8 or 1.E.9.,1
1.E.8.  You may charge a reasonable fee for copies of or providing,1
access to or distributing Project Gutenberg-tm electronic works provided,1
that,1
- You pay a royalty fee of 20% of the gross profits you derive from,1
the use of Project Gutenberg-tm works calculated using the method,1
you already use to calculate your applicable taxes.  The fee is,1
owed to the owner of the Project Gutenberg-tm trademark, but he,1
has agreed to donate royalties under this paragraph to the,1
Project Gutenberg Literary Archive Foundation.  Royalty payments,1
must be paid within 60 days following each date on which you,1
prepare (or are legally required to prepare) your periodic tax,1
returns.  Royalty payments should be clearly marked as such and,1
sent to the Project Gutenberg Literary Archive Foundation at the,1
address specified in Section 4, "Information about donations to,1
the Project Gutenberg Literary Archive Foundation.",1
- You provide a full refund of any money paid by a user who notifies,1
you in writing (or by e-mail) within 30 days of receipt that s/he,1
does not agree to the terms of the full Project Gutenberg-tm,1
License.  You must require such a user to return or,1
destroy all copies of the works possessed in a physical medium,1
and discontinue all use of and all access to other copies of,1
Project Gutenberg-tm works.,1
- You provide, in accordance with paragraph 1.F.3, a full refund of any,1
money paid for a work or a replacement copy, if a defect in the,1
electronic work is discovered and reported to you within 90 days,1
of receipt of the work.,1
- You comply with all other terms of this agreement for free,1
distribution of Project Gutenberg-tm works.,1
1.E.9.  If you wish to charge a fee or distribute a Project Gutenberg-tm,1
electronic work or group of works on different terms than are set,1
forth in this agreement, you must obtain permission in writing from,1
both the Project Gutenberg Literary Archive Foundation and Michael,1
Hart, the owner of the Project Gutenberg-tm trademark.  Contact the,1
Foundation as set forth in Section 3 below.,1
1.F.,1
1.F.1.  Project Gutenberg volunteers and employees expend considerable,1
effort to identify, do copyright research on, transcribe and proofread,1
public domain works in creating the Project Gutenberg-tm,1
collection.  Despite these efforts, Project Gutenberg-tm electronic,1
works, and the medium on which they may be stored, may contain,1
"Defects," such as, but not limited to, incomplete, inaccurate or,1
corrupt data, transcription errors, a copyright or other intellectual,1
property infringement, a defective or damaged disk or other medium, a,1
computer virus, or computer codes that damage or cannot be read by,1
your equipment.,1
1.F.2.  LIMITED WARRANTY, DISCLAIMER OF DAMAGES - Except for the "Right,1
of Replacement or Refund" described in paragraph 1.F.3, the Project,1
Gutenberg Literary Archive Foundation, the owner of the Project,1
Gutenberg-tm trademark, and any other party distributing a Project,1
Gutenberg-tm electronic work under this agreement, disclaim all,1
liability to you for damages, costs and expenses, including legal,1
fees.  YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE, STRICT,1
LIABILITY, BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE,1
PROVIDED IN PARAGRAPH F3.  YOU AGREE THAT THE FOUNDATION, THE,1
TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE,1
LIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE OR,1
INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH,1
DAMAGE.,1
1.F.3.  LIMITED RIGHT OF REPLACEMENT OR REFUND - If you discover a,1
defect in this electronic work within 90 days of receiving it, you can,1
receive a refund of the money (if any) you paid for it by sending a,1
written explanation to the person you received the work from.  If you,1
received the work on a physical medium, you must return the medium with,1
your written explanation.  The person or entity that provided you with,1
the defective work may elect to provide a replacement copy in lieu of a,1
refund.  If you received the work electronically, the person or entity,1
providing it to you may choose to give you a second opportunity to,1
receive the work electronically in lieu of a refund.  If the second copy,1
is also defective, you may demand a refund in writing without further,1
opportunities to fix the problem.,1
1.F.4.  Except for the limited right of replacement or refund set forth,1
in paragraph 1.F.3, this work is provided to you 'AS-IS' WITH NO OTHER,1
WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO,1
WARRANTIES OF MERCHANTIBILITY OR FITNESS FOR ANY PURPOSE.,1
1.F.5.  Some states do not allow disclaimers of certain implied,1
warranties or the exclusion or limitation of certain types of damages.,1
If any disclaimer or limitation set forth in this agreement violates the,1
law of the state applicable to this agreement, the agreement shall be,1
interpreted to make the maximum disclaimer or limitation permitted by,1
the applicable state law.  The invalidity or unenforceability of any,1
provision of this agreement shall not void the remaining provisions.,1
1.F.6.  INDEMNITY - You agree to indemnify and hold the Foundation, the,1
trademark owner, any agent or employee of the Foundation, anyone,1
providing copies of Project Gutenberg-tm electronic works in accordance,1
with this agreement, and any volunteers associated with the production,,1
promotion and distribution of Project Gutenberg-tm electronic works,,1
harmless from all liability, costs and expenses, including legal fees,,1
that arise directly or indirectly from any of the following which you do,1
or cause to occur: (a) distribution of this or any Project Gutenberg-tm,1
work, (b) alteration, modification, or additions or deletions to any,1
Project Gutenberg-tm work, and (c) any Defect you cause.,1
Section  2.  Information about the Mission of Project Gutenberg-tm,1
Project Gutenberg-tm is synonymous with the free distribution of,1
electronic works in formats readable by the widest variety of computers,1
including obsolete, old, middle-aged and new computers.  It exists,1
because of the efforts of hundreds of volunteers and donations from,1
people in all walks of life.,1
Volunteers and financial support to provide volunteers with the,1
assistance they need, is critical to reaching Project Gutenberg-tm's,1
goals and ensuring that the Project Gutenberg-tm collection will,1
remain freely available for generations to come.  In 2001, the Project,1
Gutenberg Literary Archive Foundation was created to provide a secure,1
and permanent future for Project Gutenberg-tm and future generations.,1
To learn more about the Project Gutenberg Literary Archive Foundation,1
and how your efforts and donations can help, see Sections 3 and 4,1
and the Foundation web page at https://www.pglaf.org.,1
Section 3.  Information about the Project Gutenberg Literary Archive,1
Foundation,1
The Project Gutenberg Literary Archive Foundation is a non profit,1
501(c)(3) educational corporation organized under the laws of the,1
state of Mississippi and granted tax exempt status by the Internal,1
Revenue Service.  The Foundation's EIN or federal tax identification,1
number is 64-6221541.  Its 501(c)(3) letter is posted at,1
https://pglaf.org/fundraising.  Contributions to the Project Gutenberg,1
Literary Archive Foundation are tax deductible to the full extent,1
permitted by U.S. federal laws and your state's laws.,1
The Foundation's principal office is located at 4557 Melan Dr. S.,1
Fairbanks, AK, 99712., but its volunteers and employees are scattered,1
throughout numerous locations.  Its business office is located at,1
809 North 1500 West, Salt Lake City, UT 84116, (801) 596-1887, email,1
pglaf.org.  Email contact links and up to date contact,1
information can be found at the Foundation's web site and official,1
page at https://pglaf.org,1
For additional contact information:,1
Dr. Gregory B. Newby,1
Chief Executive and Director,1
pglaf.org,1
Section 4.  Information about Donations to the Project Gutenberg,1
Literary Archive Foundation,1
Project Gutenberg-tm depends upon and cannot survive without wide,1
spread public support and donations to carry out its mission of,1
increasing the number of public domain and licensed works that can be,1
freely distributed in machine readable form accessible by the widest,1
array of equipment including outdated equipment.  Many small donations,1
($1 to $5,000) are particularly important to maintaining tax exempt,1
status with the IRS.,1
The Foundation is committed to complying with the laws regulating,1
charities and charitable donations in all 50 states of the United,1
States.  Compliance requirements are not uniform and it takes a,1
considerable effort, much paperwork and many fees to meet and keep up,1
with these requirements.  We do not solicit donations in locations,1
where we have not received written confirmation of compliance.  To,1
SEND DONATIONS or determine the status of compliance for any,1
particular state visit https://pglaf.org,1
While we cannot and do not solicit contributions from states where we,1
have not met the solicitation requirements, we know of no prohibition,1
against accepting unsolicited donations from donors in such states who,1
approach us with offers to donate.,1
International donations are gratefully accepted, but we cannot make,1
any statements concerning tax treatment of donations received from,1
outside the United States.  U.S. laws alone swamp our small staff.,1
Please check the Project Gutenberg Web pages for current donation,1
methods and addresses.  Donations are accepted in a number of other,1
ways including including checks, online payments and credit card,1
donations.  To donate, please visit: https://pglaf.org/donate,1
Section 5.  General Information About Project Gutenberg-tm electronic,1
works.,1
Professor Michael S. Hart was the originator of the Project Gutenberg-tm,1
concept of a library of electronic works that could be freely shared,1
with anyone.  For thirty years, he produced and distributed Project,1
Gutenberg-tm eBooks with only a loose network of volunteer support.,1
Project Gutenberg-tm eBooks are often created from several printed,1
editions, all of which are confirmed as Public Domain in the U.S.,1
unless a copyright notice is included.  Thus, we do not necessarily,1
keep eBooks in compliance with any particular paper edition.,1
Most people start at our Web site which has the main PG search facility:,1
https://www.gutenberg.org,1
This Web site includes information about Project Gutenberg-tm,,1
including how to make donations to the Project Gutenberg Literary,1
Archive Foundation, how to help produce our new eBooks, and how to,1
subscribe to our email newsletter to hear about new eBooks.,1
